job,marital,education,default,age,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
unknown,married,unknown,no,47,750,no,no,unknown,6,jun,188,1,-1,0,unknown,no
technician,married,tertiary,no,60,0,no,no,unknown,6,jun,320,1,-1,0,unknown,no
services,single,secondary,no,37,148,no,yes,unknown,6,jun,64,1,-1,0,unknown,no
technician,divorced,secondary,no,58,797,yes,no,unknown,6,jun,134,2,-1,0,unknown,no
management,single,tertiary,no,30,329,yes,no,unknown,6,jun,122,16,-1,0,unknown,no
admin.,married,secondary,no,47,1060,yes,no,unknown,6,jun,83,3,-1,0,unknown,no
unknown,married,unknown,no,46,613,no,no,unknown,6,jun,51,1,-1,0,unknown,no
services,single,secondary,no,54,492,no,no,unknown,6,jun,330,1,-1,0,unknown,no
management,divorced,tertiary,no,58,1266,no,yes,unknown,6,jun,164,1,-1,0,unknown,no
entrepreneur,married,primary,no,41,406,no,no,unknown,6,jun,272,1,-1,0,unknown,no
retired,married,primary,no,53,2010,no,yes,unknown,6,jun,182,1,-1,0,unknown,no
self-employed,single,primary,no,35,45,no,yes,unknown,6,jun,81,1,-1,0,unknown,no
technician,married,tertiary,no,46,0,no,no,unknown,6,jun,159,1,-1,0,unknown,no
entrepreneur,married,tertiary,no,51,5403,no,no,unknown,6,jun,42,1,-1,0,unknown,no
self-employed,married,secondary,no,35,116,no,no,unknown,6,jun,361,1,-1,0,unknown,no
technician,married,secondary,no,48,545,no,no,unknown,6,jun,307,1,-1,0,unknown,no
self-employed,single,tertiary,no,37,1004,yes,no,unknown,6,jun,377,3,-1,0,unknown,no
housemaid,married,primary,no,35,8127,no,no,unknown,6,jun,315,1,-1,0,unknown,no
housemaid,married,primary,no,51,1521,no,no,unknown,6,jun,24,1,-1,0,unknown,no
unemployed,married,secondary,no,36,1453,no,no,unknown,6,jun,386,1,-1,0,unknown,no
blue-collar,married,primary,no,50,-294,yes,no,unknown,6,jun,79,3,-1,0,unknown,no
retired,married,primary,no,60,22018,no,no,unknown,6,jun,177,2,-1,0,unknown,no
blue-collar,married,secondary,no,35,3595,no,no,unknown,6,jun,30,1,-1,0,unknown,no
blue-collar,divorced,secondary,no,55,4053,no,no,unknown,6,jun,182,2,-1,0,unknown,no
technician,single,secondary,no,36,300,yes,no,unknown,6,jun,358,1,-1,0,unknown,no
housemaid,divorced,secondary,no,59,45141,no,no,unknown,6,jun,42,1,-1,0,unknown,no
management,married,tertiary,no,37,657,no,no,unknown,6,jun,227,1,-1,0,unknown,no
services,married,secondary,no,39,-540,no,no,unknown,6,jun,29,1,-1,0,unknown,no
technician,married,secondary,no,34,139,yes,yes,unknown,6,jun,52,13,-1,0,unknown,no
blue-collar,married,secondary,no,53,66,no,no,unknown,6,jun,360,2,-1,0,unknown,no
blue-collar,married,primary,no,50,746,yes,no,unknown,6,jun,136,13,-1,0,unknown,no
self-employed,married,tertiary,no,32,189,yes,no,unknown,6,jun,106,2,-1,0,unknown,no
management,single,tertiary,no,36,624,yes,no,unknown,6,jun,141,3,-1,0,unknown,no
housemaid,divorced,primary,no,59,3180,no,no,unknown,6,jun,28,1,-1,0,unknown,no
admin.,single,secondary,no,30,223,yes,no,unknown,6,jun,862,11,-1,0,unknown,yes
blue-collar,single,primary,no,40,1055,no,no,unknown,6,jun,32,2,-1,0,unknown,no
self-employed,married,secondary,no,60,0,no,no,unknown,6,jun,97,1,-1,0,unknown,no
self-employed,married,secondary,no,37,160,no,no,unknown,6,jun,107,1,-1,0,unknown,no
self-employed,single,tertiary,no,36,2000,no,no,unknown,6,jun,94,1,-1,0,unknown,no
blue-collar,married,secondary,no,46,425,yes,no,unknown,6,jun,168,3,-1,0,unknown,no
self-employed,married,secondary,no,52,9,no,yes,unknown,6,jun,44,1,-1,0,unknown,no
management,single,tertiary,no,38,619,yes,no,unknown,6,jun,460,4,-1,0,unknown,yes
technician,single,secondary,yes,28,-1042,yes,no,unknown,6,jun,712,2,-1,0,unknown,yes
blue-collar,married,primary,no,57,679,yes,no,unknown,6,jun,78,3,-1,0,unknown,no
management,married,tertiary,no,40,406,no,no,unknown,6,jun,262,1,-1,0,unknown,no
admin.,married,secondary,no,40,334,yes,no,unknown,6,jun,84,5,-1,0,unknown,no
admin.,married,secondary,no,38,215,yes,yes,unknown,6,jun,173,2,-1,0,unknown,no
admin.,married,secondary,no,59,1001,no,no,unknown,6,jun,175,2,-1,0,unknown,no
unemployed,married,primary,no,48,5462,no,no,unknown,6,jun,29,4,-1,0,unknown,no
blue-collar,married,secondary,no,37,685,yes,no,unknown,6,jun,968,1,-1,0,unknown,no
entrepreneur,divorced,tertiary,no,36,914,no,no,unknown,6,jun,219,1,-1,0,unknown,no
technician,married,secondary,no,56,359,yes,no,unknown,6,jun,220,4,-1,0,unknown,no
management,single,unknown,no,27,1029,yes,no,unknown,6,jun,71,2,-1,0,unknown,no
self-employed,divorced,primary,no,54,351,yes,no,unknown,6,jun,642,2,-1,0,unknown,yes
admin.,single,secondary,no,41,84,yes,no,unknown,6,jun,238,3,-1,0,unknown,no
blue-collar,married,secondary,no,53,0,no,no,unknown,6,jun,650,1,-1,0,unknown,no
unknown,married,unknown,no,35,0,no,no,unknown,6,jun,159,3,-1,0,unknown,no
admin.,married,secondary,no,26,1417,yes,no,unknown,6,jun,60,3,-1,0,unknown,no
blue-collar,married,secondary,no,39,123,yes,no,unknown,6,jun,165,3,-1,0,unknown,no
services,single,secondary,no,50,1205,yes,no,unknown,6,jun,82,2,-1,0,unknown,no
management,single,tertiary,no,49,53,no,no,unknown,6,jun,133,3,-1,0,unknown,no
management,married,secondary,no,48,11146,no,no,unknown,6,jun,136,1,-1,0,unknown,no
management,married,tertiary,no,42,202,no,no,unknown,6,jun,136,1,-1,0,unknown,no
self-employed,single,secondary,no,46,2899,no,no,unknown,6,jun,40,1,-1,0,unknown,no
entrepreneur,married,tertiary,no,48,810,no,no,unknown,6,jun,383,1,-1,0,unknown,no
technician,married,secondary,no,36,22,no,no,unknown,6,jun,464,1,-1,0,unknown,no
self-employed,married,tertiary,no,59,10360,no,no,unknown,6,jun,37,1,-1,0,unknown,no
services,married,secondary,no,48,328,no,no,unknown,6,jun,189,1,-1,0,unknown,no
blue-collar,married,primary,no,52,4793,yes,no,unknown,6,jun,176,2,-1,0,unknown,no
unemployed,divorced,secondary,no,56,763,no,no,unknown,6,jun,181,2,-1,0,unknown,no
blue-collar,married,primary,no,47,673,yes,yes,unknown,6,jun,118,4,-1,0,unknown,no
self-employed,married,tertiary,no,52,1088,yes,no,unknown,6,jun,217,2,-1,0,unknown,no
entrepreneur,married,unknown,no,53,19850,no,no,unknown,6,jun,86,1,-1,0,unknown,no
technician,married,secondary,no,50,8001,no,no,unknown,6,jun,52,1,-1,0,unknown,no
self-employed,married,primary,no,51,8313,no,no,unknown,6,jun,185,1,-1,0,unknown,no
technician,single,tertiary,no,37,1309,no,no,unknown,6,jun,442,2,-1,0,unknown,no
blue-collar,married,primary,no,41,1461,yes,no,unknown,6,jun,554,2,-1,0,unknown,yes
retired,married,primary,yes,59,-488,no,yes,unknown,6,jun,247,1,-1,0,unknown,no
services,divorced,primary,no,55,653,no,no,unknown,6,jun,800,1,-1,0,unknown,no
blue-collar,single,unknown,no,35,871,yes,no,unknown,6,jun,216,3,-1,0,unknown,no
housemaid,divorced,tertiary,no,56,1059,no,yes,unknown,6,jun,57,2,-1,0,unknown,no
services,divorced,secondary,no,36,1594,no,no,unknown,6,jun,250,3,-1,0,unknown,no
self-employed,married,tertiary,no,43,64,no,no,unknown,6,jun,230,2,-1,0,unknown,no
management,married,tertiary,no,48,0,yes,no,unknown,6,jun,300,5,-1,0,unknown,no
housemaid,married,tertiary,no,34,1265,yes,no,unknown,6,jun,397,3,-1,0,unknown,no
self-employed,single,tertiary,no,44,97,yes,no,unknown,6,jun,153,4,-1,0,unknown,no
services,married,secondary,no,39,207,no,no,unknown,6,jun,78,2,-1,0,unknown,no
admin.,married,primary,no,43,482,yes,no,unknown,6,jun,1041,13,-1,0,unknown,no
housemaid,single,tertiary,no,53,3275,no,no,unknown,6,jun,527,2,-1,0,unknown,no
blue-collar,married,secondary,no,36,70,yes,no,unknown,6,jun,100,2,-1,0,unknown,no
services,single,primary,no,36,38,no,no,unknown,6,jun,308,4,-1,0,unknown,no
management,single,tertiary,no,41,195,no,no,unknown,6,jun,341,2,-1,0,unknown,no
services,divorced,secondary,no,37,319,yes,no,unknown,6,jun,467,3,-1,0,unknown,yes
services,divorced,secondary,no,32,5267,yes,no,unknown,6,jun,178,2,-1,0,unknown,no
retired,divorced,tertiary,no,56,2774,no,no,unknown,6,jun,1288,3,-1,0,unknown,no
blue-collar,single,secondary,no,44,259,yes,no,unknown,6,jun,163,2,-1,0,unknown,no
admin.,single,secondary,no,25,0,yes,no,unknown,6,jun,172,2,-1,0,unknown,no
management,single,tertiary,no,30,1636,no,no,unknown,6,jun,301,2,-1,0,unknown,no
services,married,secondary,no,32,4789,yes,yes,unknown,6,jun,407,4,-1,0,unknown,no
technician,married,secondary,no,53,480,no,no,unknown,6,jun,648,2,-1,0,unknown,yes
technician,married,tertiary,no,29,-246,yes,no,unknown,6,jun,311,3,-1,0,unknown,no
housemaid,divorced,secondary,no,49,630,no,no,unknown,6,jun,415,2,-1,0,unknown,no
entrepreneur,married,tertiary,no,37,342,yes,no,unknown,6,jun,212,1,-1,0,unknown,no
housemaid,single,primary,no,41,21,no,no,unknown,6,jun,264,1,-1,0,unknown,no
blue-collar,divorced,secondary,no,37,33,yes,no,unknown,6,jun,326,1,-1,0,unknown,no
admin.,divorced,secondary,no,41,762,yes,no,unknown,6,jun,319,4,-1,0,unknown,no
technician,married,secondary,no,46,0,no,no,unknown,6,jun,186,2,-1,0,unknown,no
services,single,secondary,no,35,-2,no,no,unknown,6,jun,15,1,-1,0,unknown,no
services,single,secondary,no,40,2936,no,no,unknown,6,jun,473,2,-1,0,unknown,no
housemaid,single,tertiary,no,36,561,no,no,unknown,6,jun,274,2,-1,0,unknown,no
housemaid,single,secondary,no,39,2022,no,no,unknown,6,jun,105,1,-1,0,unknown,no
housemaid,married,primary,no,55,1870,no,no,unknown,6,jun,152,1,-1,0,unknown,no
housemaid,divorced,unknown,no,49,2754,no,no,unknown,6,jun,18,2,-1,0,unknown,no
management,married,unknown,no,54,1960,no,no,unknown,6,jun,13,5,-1,0,unknown,no
self-employed,married,tertiary,no,45,510,no,no,unknown,6,jun,639,2,-1,0,unknown,no
blue-collar,single,primary,no,29,213,yes,no,unknown,6,jun,2653,3,-1,0,unknown,yes
blue-collar,married,secondary,no,58,4053,no,no,unknown,6,jun,160,2,-1,0,unknown,no
management,married,tertiary,no,35,482,no,no,unknown,6,jun,129,2,-1,0,unknown,no
blue-collar,married,secondary,no,50,464,no,yes,unknown,6,jun,426,2,-1,0,unknown,no
admin.,married,secondary,no,47,1383,yes,no,unknown,6,jun,460,8,-1,0,unknown,no
blue-collar,married,secondary,no,38,3598,no,no,unknown,6,jun,154,1,-1,0,unknown,no
technician,single,secondary,no,39,201,no,yes,unknown,6,jun,148,4,-1,0,unknown,no
housemaid,single,secondary,no,45,5287,no,no,unknown,6,jun,252,2,-1,0,unknown,no
blue-collar,married,primary,no,40,343,no,no,unknown,6,jun,292,2,-1,0,unknown,no
blue-collar,married,secondary,no,37,1,no,no,unknown,6,jun,44,2,-1,0,unknown,no
retired,married,secondary,no,52,1956,no,no,unknown,6,jun,384,2,-1,0,unknown,no
management,married,primary,no,40,733,yes,no,unknown,6,jun,94,7,-1,0,unknown,no
blue-collar,single,secondary,no,28,3430,yes,no,unknown,6,jun,72,6,-1,0,unknown,no
unemployed,divorced,tertiary,no,56,832,no,no,unknown,6,jun,36,2,-1,0,unknown,no
retired,single,primary,no,46,1190,no,no,unknown,6,jun,316,2,-1,0,unknown,no
technician,married,secondary,no,51,176,no,no,unknown,6,jun,217,4,-1,0,unknown,no
self-employed,married,secondary,yes,39,-571,no,no,unknown,6,jun,180,2,-1,0,unknown,no
services,married,secondary,no,45,191,no,yes,unknown,6,jun,136,2,-1,0,unknown,no
entrepreneur,single,tertiary,no,33,327,yes,yes,unknown,6,jun,562,2,-1,0,unknown,no
blue-collar,divorced,secondary,no,45,0,no,no,unknown,6,jun,422,5,-1,0,unknown,no
housemaid,married,primary,no,58,935,yes,no,unknown,6,jun,272,2,-1,0,unknown,no
entrepreneur,married,primary,no,58,52499,no,no,unknown,6,jun,198,2,-1,0,unknown,no
blue-collar,divorced,primary,no,43,1260,no,yes,unknown,6,jun,17,4,-1,0,unknown,no
housemaid,married,unknown,no,60,10285,no,no,unknown,6,jun,174,2,-1,0,unknown,no
entrepreneur,married,tertiary,no,57,958,no,no,unknown,6,jun,250,2,-1,0,unknown,no
management,married,tertiary,no,37,1698,yes,no,unknown,6,jun,95,2,-1,0,unknown,no
self-employed,divorced,secondary,no,38,0,no,no,unknown,6,jun,261,2,-1,0,unknown,no
blue-collar,single,tertiary,no,28,727,yes,no,unknown,6,jun,144,4,-1,0,unknown,no
technician,divorced,tertiary,no,44,9192,yes,no,unknown,6,jun,59,3,-1,0,unknown,no
admin.,married,primary,no,46,595,yes,no,unknown,6,jun,334,3,-1,0,unknown,no
management,single,tertiary,no,31,2296,yes,no,unknown,6,jun,49,8,-1,0,unknown,no
self-employed,married,secondary,no,45,-30,yes,yes,unknown,6,jun,165,2,-1,0,unknown,no
technician,married,secondary,no,50,3503,yes,no,unknown,6,jun,103,2,-1,0,unknown,no
housemaid,married,primary,no,38,3577,no,no,unknown,6,jun,190,2,-1,0,unknown,no
blue-collar,married,primary,no,49,0,yes,no,unknown,6,jun,286,2,-1,0,unknown,no
blue-collar,married,secondary,no,30,3653,yes,yes,unknown,6,jun,167,4,-1,0,unknown,no
student,single,unknown,no,30,1232,yes,no,unknown,6,jun,52,4,-1,0,unknown,no
management,married,tertiary,no,51,21574,no,no,unknown,6,jun,197,3,-1,0,unknown,no
management,married,tertiary,no,41,850,no,no,unknown,6,jun,262,2,-1,0,unknown,no
retired,married,unknown,no,52,3303,no,no,unknown,6,jun,33,1,-1,0,unknown,no
retired,married,secondary,no,59,444,yes,no,unknown,6,jun,137,1,-1,0,unknown,no
services,divorced,secondary,no,38,792,no,no,unknown,6,jun,430,1,-1,0,unknown,no
services,married,secondary,no,52,1386,no,no,unknown,6,jun,100,1,-1,0,unknown,no
self-employed,single,tertiary,no,37,1549,no,no,unknown,6,jun,48,2,-1,0,unknown,no
blue-collar,married,primary,no,49,4830,yes,no,unknown,6,jun,350,1,-1,0,unknown,no
management,married,primary,no,48,2803,yes,no,unknown,6,jun,30,24,-1,0,unknown,no
blue-collar,married,secondary,no,35,594,yes,no,unknown,6,jun,213,2,-1,0,unknown,no
retired,divorced,primary,no,59,40,no,no,unknown,6,jun,108,1,-1,0,unknown,no
housemaid,married,secondary,no,54,378,no,no,unknown,6,jun,371,2,-1,0,unknown,no
management,married,unknown,no,53,12001,no,no,unknown,6,jun,207,1,-1,0,unknown,no
housemaid,single,unknown,no,54,6020,no,no,unknown,6,jun,24,1,-1,0,unknown,no
blue-collar,single,secondary,no,30,23,yes,no,unknown,6,jun,36,24,-1,0,unknown,no
technician,married,primary,no,53,44,no,no,unknown,6,jun,256,1,-1,0,unknown,no
entrepreneur,married,tertiary,no,57,1114,no,no,unknown,6,jun,139,2,-1,0,unknown,no
housemaid,married,primary,no,51,1275,no,no,unknown,6,jun,92,1,-1,0,unknown,no
entrepreneur,divorced,secondary,no,49,2908,no,no,unknown,6,jun,322,1,-1,0,unknown,no
technician,single,secondary,no,49,-97,yes,no,unknown,6,jun,92,2,-1,0,unknown,no
retired,married,secondary,no,53,1300,no,no,unknown,6,jun,420,1,-1,0,unknown,no
technician,married,tertiary,no,45,43,yes,no,unknown,6,jun,184,4,-1,0,unknown,no
blue-collar,married,secondary,no,37,5334,no,no,unknown,6,jun,58,1,-1,0,unknown,no
self-employed,divorced,tertiary,no,37,160,yes,yes,unknown,6,jun,545,2,-1,0,unknown,no
blue-collar,single,secondary,no,35,11671,no,no,unknown,6,jun,190,1,-1,0,unknown,no
management,married,tertiary,no,41,251,no,yes,unknown,6,jun,85,3,-1,0,unknown,no
management,single,tertiary,no,35,68,no,no,unknown,6,jun,1085,1,-1,0,unknown,yes
blue-collar,divorced,secondary,no,54,218,no,no,unknown,6,jun,514,2,-1,0,unknown,no
student,single,secondary,no,40,5349,no,no,unknown,6,jun,471,1,-1,0,unknown,no
admin.,divorced,secondary,no,47,295,yes,no,unknown,6,jun,94,2,-1,0,unknown,yes
admin.,married,secondary,no,40,2199,no,no,unknown,6,jun,38,3,-1,0,unknown,no
retired,married,secondary,no,57,3783,yes,no,unknown,6,jun,198,3,-1,0,unknown,no
blue-collar,married,secondary,no,37,287,yes,no,unknown,6,jun,191,2,-1,0,unknown,no
housemaid,married,primary,no,57,7082,no,no,unknown,6,jun,69,3,-1,0,unknown,no
blue-collar,married,secondary,no,29,87,yes,no,unknown,6,jun,1330,3,-1,0,unknown,no
blue-collar,divorced,primary,no,35,-5,no,no,unknown,6,jun,48,5,-1,0,unknown,no
technician,married,secondary,no,39,3050,yes,no,unknown,6,jun,236,7,-1,0,unknown,no
entrepreneur,divorced,tertiary,no,55,0,no,no,unknown,6,jun,108,2,-1,0,unknown,no
admin.,married,secondary,no,49,1632,no,no,unknown,6,jun,47,1,-1,0,unknown,no
technician,single,secondary,yes,23,150,yes,yes,unknown,6,jun,66,5,-1,0,unknown,no
blue-collar,married,primary,no,41,-204,yes,yes,unknown,6,jun,42,1,-1,0,unknown,no
retired,married,secondary,no,58,2836,no,no,unknown,6,jun,248,2,-1,0,unknown,no
management,married,tertiary,no,53,7067,no,no,unknown,6,jun,82,3,-1,0,unknown,no
admin.,married,secondary,no,35,640,no,no,unknown,6,jun,461,2,-1,0,unknown,no
management,married,tertiary,no,36,254,no,no,unknown,6,jun,161,3,-1,0,unknown,no
unknown,married,unknown,no,46,2367,no,no,unknown,6,jun,86,3,-1,0,unknown,no
self-employed,married,tertiary,no,36,16430,yes,no,unknown,6,jun,197,3,-1,0,unknown,no
entrepreneur,married,secondary,no,32,1328,yes,no,unknown,6,jun,80,5,-1,0,unknown,no
housemaid,divorced,primary,no,40,1,no,no,unknown,6,jun,113,3,-1,0,unknown,no
technician,married,secondary,no,52,-38,no,no,unknown,6,jun,613,1,-1,0,unknown,no
services,divorced,primary,no,48,927,no,no,unknown,6,jun,201,6,-1,0,unknown,no
housemaid,married,primary,no,53,5098,yes,no,unknown,6,jun,155,3,-1,0,unknown,no
services,married,secondary,no,36,8114,yes,no,unknown,6,jun,505,1,-1,0,unknown,no
unknown,married,unknown,no,47,0,no,no,unknown,6,jun,466,2,-1,0,unknown,no
blue-collar,married,secondary,no,37,-288,yes,yes,unknown,6,jun,298,2,-1,0,unknown,no
admin.,divorced,secondary,no,45,246,no,no,unknown,6,jun,119,1,-1,0,unknown,no
management,divorced,tertiary,no,47,313,yes,no,unknown,6,jun,114,7,-1,0,unknown,no
services,married,secondary,no,45,162,no,no,unknown,6,jun,166,4,-1,0,unknown,no
blue-collar,married,secondary,no,33,2645,yes,yes,unknown,6,jun,85,4,-1,0,unknown,no
blue-collar,married,secondary,no,50,289,no,no,unknown,6,jun,73,1,-1,0,unknown,no
retired,married,secondary,no,40,263,no,no,unknown,6,jun,761,3,-1,0,unknown,no
management,single,unknown,no,58,1873,no,no,unknown,6,jun,49,2,-1,0,unknown,no
technician,divorced,secondary,no,57,204,no,no,unknown,6,jun,97,5,-1,0,unknown,no
blue-collar,single,secondary,no,38,-56,yes,yes,unknown,6,jun,247,2,-1,0,unknown,no
admin.,divorced,secondary,no,48,2662,no,no,unknown,6,jun,298,2,-1,0,unknown,no
self-employed,divorced,secondary,no,37,231,no,no,unknown,6,jun,250,1,-1,0,unknown,no
management,divorced,secondary,no,43,311,no,no,unknown,6,jun,92,1,-1,0,unknown,no
self-employed,married,tertiary,no,37,0,no,no,unknown,6,jun,143,1,-1,0,unknown,no
blue-collar,married,primary,no,36,0,no,no,unknown,6,jun,149,1,-1,0,unknown,no
management,married,secondary,no,60,130,no,no,unknown,6,jun,151,1,-1,0,unknown,no
services,single,secondary,no,39,158,yes,no,unknown,6,jun,354,2,-1,0,unknown,no
technician,single,secondary,no,25,2704,yes,no,unknown,6,jun,63,3,-1,0,unknown,no
retired,divorced,secondary,yes,53,-200,no,yes,unknown,6,jun,161,1,-1,0,unknown,no
blue-collar,married,secondary,no,45,22928,no,no,unknown,6,jun,113,1,-1,0,unknown,no
management,divorced,tertiary,no,52,590,no,no,unknown,6,jun,354,5,-1,0,unknown,no
blue-collar,married,primary,no,37,7,no,no,unknown,6,jun,176,1,-1,0,unknown,no
retired,married,secondary,no,60,2586,no,no,unknown,6,jun,150,4,-1,0,unknown,no
housemaid,single,tertiary,no,52,0,no,no,unknown,6,jun,431,2,-1,0,unknown,no
blue-collar,single,primary,no,48,10442,no,no,unknown,6,jun,63,2,-1,0,unknown,no
technician,divorced,secondary,no,44,414,yes,yes,unknown,6,jun,81,2,-1,0,unknown,no
admin.,married,secondary,no,36,231,yes,yes,unknown,6,jun,136,6,-1,0,unknown,no
blue-collar,married,primary,no,39,1005,no,no,unknown,6,jun,158,2,-1,0,unknown,no
retired,married,secondary,no,58,610,yes,no,unknown,6,jun,651,1,-1,0,unknown,no
housemaid,married,primary,no,46,1676,no,no,unknown,6,jun,56,2,-1,0,unknown,no
admin.,divorced,primary,no,45,1807,yes,no,unknown,6,jun,118,2,-1,0,unknown,no
technician,married,secondary,no,60,0,yes,no,unknown,6,jun,280,3,-1,0,unknown,no
services,married,secondary,no,49,-33,yes,no,unknown,6,jun,774,13,-1,0,unknown,no
retired,married,secondary,no,60,1420,yes,yes,unknown,6,jun,39,4,-1,0,unknown,no
unknown,married,secondary,no,57,2,no,no,unknown,6,jun,112,4,-1,0,unknown,no
technician,married,secondary,no,45,4639,no,no,unknown,6,jun,82,2,-1,0,unknown,no
blue-collar,married,unknown,no,44,391,no,no,unknown,6,jun,355,4,-1,0,unknown,no
admin.,single,secondary,no,28,596,yes,no,unknown,6,jun,151,6,-1,0,unknown,no
management,single,tertiary,no,49,1,yes,no,unknown,6,jun,59,3,-1,0,unknown,no
unknown,married,primary,no,50,1502,no,no,unknown,6,jun,34,2,-1,0,unknown,no
management,married,tertiary,no,33,806,yes,no,unknown,6,jun,124,3,-1,0,unknown,no
